Name,ID
海晶石楼梯,minecraft:prismarine_stairs
海晶石墙,minecraft:prismarine_wall
南瓜,minecraft:pumpkin
南瓜茎,minecraft:pumpkin_stem
紫色旗帜,minecraft:purple_banner
紫色床,minecraft:purple_bed
紫色蜡烛,minecraft:purple_candle
插上紫色蜡烛的蛋糕,minecraft:purple_candle_cake
紫色地毯,minecraft:purple_carpet
紫色混凝土,minecraft:purple_concrete
紫色混凝土粉末,minecraft:purple_concrete_powder
紫色带釉陶瓦,minecraft:purple_glazed_terracotta
紫色潜影盒,minecraft:purple_shulker_box
紫色染色玻璃,minecraft:purple_stained_glass
紫色染色玻璃板,minecraft:purple_stained_glass_pane
紫色陶瓦,minecraft:purple_terracotta
墙上的紫色旗帜,minecraft:purple_wall_banner
紫色羊毛,minecraft:purple_wool
紫珀块,minecraft:purpur_block
紫珀柱,minecraft:purpur_pillar
紫珀台阶,minecraft:purpur_slab
紫珀楼梯,minecraft:purpur_stairs
石英块,minecraft:quartz_block
石英砖,minecraft:quartz_bricks
石英柱,minecraft:quartz_pillar
石英台阶,minecraft:quartz_slab
石英楼梯,minecraft:quartz_stairs
铁轨,minecraft:rail
粗铜块,minecraft:raw_copper_block
粗金块,minecraft:raw_gold_block
粗铁块,minecraft:raw_iron_block
红色旗帜,minecraft:red_banner
红色床,minecraft:red_bed
红色蜡烛,minecraft:red_candle
插上红色蜡烛的蛋糕,minecraft:red_candle_cake
红色地毯,minecraft:red_carpet
红色混凝土,minecraft:red_concrete
红色混凝土粉末,minecraft:red_concrete_powder
红色带釉陶瓦,minecraft:red_glazed_terracotta
红色蘑菇,minecraft:red_mushroom
红色蘑菇方块,minecraft:red_mushroom_block
红色下界砖台阶,minecraft:red_nether_brick_slab
红色下界砖楼梯,minecraft:red_nether_brick_stairs
红色下界砖墙,minecraft:red_nether_brick_wall
红色下界砖块,minecraft:red_nether_bricks
红沙,minecraft:red_sand
红砂岩,minecraft:red_sandstone
红砂岩台阶,minecraft:red_sandstone_slab
红砂岩楼梯,minecraft:red_sandstone_stairs
红砂岩墙,minecraft:red_sandstone_wall
红色潜影盒,minecraft:red_shulker_box
红色染色玻璃,minecraft:red_stained_glass
红色染色玻璃板,minecraft:red_stained_glass_pane
红色陶瓦,minecraft:red_terracotta
红色郁金香,minecraft:red_tulip
墙上的红色旗帜,minecraft:red_wall_banner
红色羊毛,minecraft:red_wool
红石块,minecraft:redstone_block
红石灯,minecraft:redstone_lamp
红石矿石,minecraft:redstone_ore
红石火把,minecraft:redstone_torch
墙上的红石火把,minecraft:redstone_wall_torch
红石线,minecraft:redstone_wire
红石中继器,minecraft:repeater
循环型命令方块,minecraft:repeating_command_block
重生锚,minecraft:respawn_anchor
缠根泥土,minecraft:rooted_dirt
玫瑰丛,minecraft:rose_bush
沙子,minecraft:sand
砂岩,minecraft:sandstone
砂岩台阶,minecraft:sandstone_slab
砂岩楼梯,minecraft:sandstone_stairs
砂岩墙,minecraft:sandstone_wall
脚手架,minecraft:scaffolding
幽匿感测体,minecraft:sculk_sensor
海晶灯,minecraft:sea_lantern
海泡菜,minecraft:sea_pickle
海草,minecraft:seagrass
菌光体,minecraft:shroomlight
潜影盒,minecraft:shulker_box
骷髅头颅,minecraft:skeleton_skull
墙上的骷髅头颅,minecraft:skeleton_wall_skull
黏液块,minecraft:slime_block
小型紫晶芽,minecraft:small_amethyst_bud
小型垂滴叶,minecraft:small_dripleaf
锻造台,minecraft:smithing_table
烟熏炉,minecraft:smoker
平滑玄武岩,minecraft:smooth_basalt
平滑石英块,minecraft:smooth_quartz
平滑石英台阶,minecraft:smooth_quartz_slab
平滑石英楼梯,minecraft:smooth_quartz_stairs
平滑红砂岩,minecraft:smooth_red_sandstone
平滑红砂岩台阶,minecraft:smooth_red_sandstone_slab
平滑红砂岩楼梯,minecraft:smooth_red_sandstone_stairs
平滑砂岩,minecraft:smooth_sandstone
平滑砂岩台阶,minecraft:smooth_sandstone_slab
平滑砂岩楼梯,minecraft:smooth_sandstone_stairs
平滑石头,minecraft:smooth_stone
平滑石头台阶,minecraft:smooth_stone_slab
雪,minecraft:snow
雪块,minecraft:snow_block
灵魂营火,minecraft:soul_campfire
灵魂火,minecraft:soul_fire
灵魂灯笼,minecraft:soul_lantern
灵魂沙,minecraft:soul_sand
灵魂土,minecraft:soul_soil
灵魂火把,minecraft:soul_torch
墙上的灵魂火把,minecraft:soul_wall_torch
刷怪笼,minecraft:spawner
海绵,minecraft:sponge
孢子花,minecraft:spore_blossom
云杉木按钮,minecraft:spruce_button
云杉木门,minecraft:spruce_door
云杉木栅栏,minecraft:spruce_fence
云杉木栅栏门,minecraft:spruce_fence_gate
云杉树叶,minecraft:spruce_leaves
云杉原木,minecraft:spruce_log
云杉木板,minecraft:spruce_planks
云杉木压力板,minecraft:spruce_pressure_plate
云杉树苗,minecraft:spruce_sapling
云杉木告示牌,minecraft:spruce_sign
云杉木台阶,minecraft:spruce_slab
云杉木楼梯,minecraft:spruce_stairs
云杉木活板门,minecraft:spruce_trapdoor
墙上的云杉木告示牌,minecraft:spruce_wall_sign
云杉木,minecraft:spruce_wood
黏性活塞,minecraft:sticky_piston
石头,minecraft:stone
石砖台阶,minecraft:stone_brick_slab
石砖楼梯,minecraft:stone_brick_stairs
石砖墙,minecraft:stone_brick_wall
石砖,minecraft:stone_bricks
石头按钮,minecraft:stone_button
石头压力板,minecraft:stone_pressure_plate
石头台阶,minecraft:stone_slab
石头楼梯,minecraft:stone_stairs
切石机,minecraft:stonecutter
去皮金合欢原木,minecraft:stripped_acacia_log
去皮金合欢木,minecraft:stripped_acacia_wood
去皮白桦原木,minecraft:stripped_birch_log
去皮白桦木,minecraft:stripped_birch_wood
去皮绯红菌核,minecraft:stripped_crimson_hyphae
去皮绯红菌柄,minecraft:stripped_crimson_stem
去皮深色橡木原木,minecraft:stripped_dark_oak_log
去皮深色橡木,minecraft:stripped_dark_oak_wood
去皮丛林原木,minecraft:stripped_jungle_log
去皮丛林木,minecraft:stripped_jungle_wood
去皮橡木原木,minecraft:stripped_oak_log
去皮橡木,minecraft:stripped_oak_wood
去皮云杉原木,minecraft:stripped_spruce_log
去皮云杉木,minecraft:stripped_spruce_wood
去皮诡异菌核,minecraft:stripped_warped_hyphae
去皮诡异菌柄,minecraft:stripped_warped_stem
结构方块,minecraft:structure_block
结构空位,minecraft:structure_void
甘蔗,minecraft:sugar_cane
向日葵,minecraft:sunflower
甜浆果丛,minecraft:sweet_berry_bush
高草丛,minecraft:tall_grass
高海草,minecraft:tall_seagrass
标靶,minecraft:target
陶瓦,minecraft:terracotta
遮光玻璃,minecraft:tinted_glass
TNT,minecraft:tnt
火把,minecraft:torch
陷阱箱,minecraft:trapped_chest
绊线,minecraft:tripwire
绊线钩,minecraft:tripwire_hook
管珊瑚,minecraft:tube_coral
管珊瑚块,minecraft:tube_coral_block
管珊瑚扇,minecraft:tube_coral_fan
墙上的管珊瑚扇,minecraft:tube_coral_wall_fan
凝灰岩,minecraft:tuff
海龟蛋,minecraft:turtle_egg
缠怨藤,minecraft:twisting_vines
缠怨藤植株,minecraft:twisting_vines_plant
藤蔓,minecraft:vine
虚空空气,minecraft:void_air
墙上的火把,minecraft:wall_torch
诡异木按钮,minecraft:warped_button
诡异木门,minecraft:warped_door
诡异木栅栏,minecraft:warped_fence
诡异木栅栏门,minecraft:warped_fence_gate
诡异菌,minecraft:warped_fungus
诡异菌核,minecraft:warped_hyphae
诡异菌岩,minecraft:warped_nylium
诡异木板,minecraft:warped_planks
诡异木压力板,minecraft:warped_pressure_plate
诡异菌索,minecraft:warped_roots
诡异木告示牌,minecraft:warped_sign
诡异木台阶,minecraft:warped_slab
诡异木楼梯,minecraft:warped_stairs
诡异菌柄,minecraft:warped_stem
诡异木活板门,minecraft:warped_trapdoor
墙上的诡异木告示牌,minecraft:warped_wall_sign
诡异疣块,minecraft:warped_wart_block
水,minecraft:water
装有水的炼药锅,minecraft:water_cauldron
涂蜡铜块,minecraft:waxed_copper_block
涂蜡切制铜块,minecraft:waxed_cut_copper
涂蜡切制铜台阶,minecraft:waxed_cut_copper_slab
涂蜡切制铜楼梯,minecraft:waxed_cut_copper_stairs
斑驳的涂蜡铜块,minecraft:waxed_exposed_copper
斑驳的涂蜡切制铜块,minecraft:waxed_exposed_cut_copper
斑驳的涂蜡切制铜台阶,minecraft:waxed_exposed_cut_copper_slab
斑驳的涂蜡切制铜楼梯,minecraft:waxed_exposed_cut_copper_stairs
氧化的涂蜡铜块,minecraft:waxed_oxidized_copper
氧化的涂蜡切制铜块,minecraft:waxed_oxidized_cut_copper
氧化的涂蜡切制铜台阶,minecraft:waxed_oxidized_cut_copper_slab
氧化的涂蜡切制铜楼梯,minecraft:waxed_oxidized_cut_copper_stairs
锈蚀的涂蜡铜块,minecraft:waxed_weathered_copper
锈蚀的涂蜡切制铜块,minecraft:waxed_weathered_cut_copper
锈蚀的涂蜡切制铜台阶,minecraft:waxed_weathered_cut_copper_slab
锈蚀的涂蜡切制铜楼梯,minecraft:waxed_weathered_cut_copper_stairs
锈蚀的铜块,minecraft:weathered_copper
锈蚀的切制铜块,minecraft:weathered_cut_copper
锈蚀的切制铜台阶,minecraft:weathered_cut_copper_slab
锈蚀的切制铜楼梯,minecraft:weathered_cut_copper_stairs
垂泪藤,minecraft:weeping_vines
垂泪藤植株,minecraft:weeping_vines_plant
湿海绵,minecraft:wet_sponge
小麦,minecraft:wheat
白色旗帜,minecraft:white_banner
白色床,minecraft:white_bed
白色蜡烛,minecraft:white_candle
插上白色蜡烛的蛋糕,minecraft:white_candle_cake
白色地毯,minecraft:white_carpet
白色混凝土,minecraft:white_concrete
白色混凝土粉末,minecraft:white_concrete_powder
白色带釉陶瓦,minecraft:white_glazed_terracotta
白色潜影盒,minecraft:white_shulker_box
白色染色玻璃,minecraft:white_stained_glass
白色染色玻璃板,minecraft:white_stained_glass_pane
白色陶瓦,minecraft:white_terracotta
白色郁金香,minecraft:white_tulip
墙上的白色旗帜,minecraft:white_wall_banner
白色羊毛,minecraft:white_wool
凋灵玫瑰,minecraft:wither_rose
凋灵骷髅头颅,minecraft:wither_skeleton_skull
墙上的凋灵骷髅头颅,minecraft:wither_skeleton_wall_skull
黄色旗帜,minecraft:yellow_banner
黄色床,minecraft:yellow_bed
黄色蜡烛,minecraft:yellow_candle
插上黄色蜡烛的蛋糕,minecraft:yellow_candle_cake
黄色地毯,minecraft:yellow_carpet
黄色混凝土,minecraft:yellow_concrete
黄色混凝土粉末,minecraft:yellow_concrete_powder
黄色带釉陶瓦,minecraft:yellow_glazed_terracotta
黄色潜影盒,minecraft:yellow_shulker_box
黄色染色玻璃,minecraft:yellow_stained_glass
黄色染色玻璃板,minecraft:yellow_stained_glass_pane
黄色陶瓦,minecraft:yellow_terracotta
墙上的黄色旗帜,minecraft:yellow_wall_banner
黄色羊毛,minecraft:yellow_wool
僵尸的头,minecraft:zombie_head
墙上的僵尸的头,minecraft:zombie_wall_head
铁剑,minecraft:iron_sword
铁锹,minecraft:iron_shovel
铁镐,minecraft:iron_pickaxe
铁斧,minecraft:iron_axe
铁锄,minecraft:iron_hoe
木剑,minecraft:wooden_sword
木锹,minecraft:wooden_shovel
木镐,minecraft:wooden_pickaxe
木斧,minecraft:wooden_axe
木锄,minecraft:wooden_hoe
石剑,minecraft:stone_sword
石锹,minecraft:stone_shovel
石镐,minecraft:stone_pickaxe
石斧,minecraft:stone_axe
石锄,minecraft:stone_hoe
钻石剑,minecraft:diamond_sword
钻石锹,minecraft:diamond_shovel
钻石镐,minecraft:diamond_pickaxe
钻石斧,minecraft:diamond_axe
钻石锄,minecraft:diamond_hoe
金剑,minecraft:golden_sword
金锹,minecraft:golden_shovel
金镐,minecraft:golden_pickaxe
金斧,minecraft:golden_axe
金锄,minecraft:golden_hoe
皮革头盔,minecraft:leather_helmet
皮革胸甲,minecraft:leather_chestplate
皮革裤子,minecraft:leather_leggings
皮革靴子,minecraft:leather_boots
锁链头盔,minecraft:chainmail_helmet
锁链胸甲,minecraft:chainmail_chestplate
锁链护腿,minecraft:chainmail_leggings
锁链靴子,minecraft:chainmail_boots
铁头盔,minecraft:iron_helmet
铁胸甲,minecraft:iron_chestplate
铁护腿,minecraft:iron_leggings
铁靴子,minecraft:iron_boots
钻石头盔,minecraft:diamond_helmet
钻石胸甲,minecraft:diamond_chestplate
钻石护腿,minecraft:diamond_leggings
钻石靴子,minecraft:diamond_boots
金头盔,minecraft:golden_helmet
金胸甲,minecraft:golden_chestplate
金护腿,minecraft:golden_leggings
金靴子,minecraft:golden_boots
海龟壳,minecraft:turtle_helmet
鳞甲,minecraft:scute
打火石,minecraft:flint_and_steel
弓,minecraft:bow
箭,minecraft:arrow
苹果,minecraft:apple
煤炭,minecraft:coal
木炭,minecraft:charcoal
钻石,minecraft:diamond
铁锭,minecraft:iron_ingot
金锭,minecraft:gold_ingot
木棍,minecraft:stick
碗,minecraft:bowl
蘑菇煲,minecraft:mushroom_stew
线,minecraft:string
羽毛,minecraft:feather
火药,minecraft:gunpowder
小麦种子,minecraft:wheat_seeds
小麦,minecraft:wheat
面包,minecraft:bread
燧石,minecraft:flint
生猪排,minecraft:porkchop
熟猪排,minecraft:cooked_porkchop
画,minecraft:painting
金苹果,minecraft:golden_apple
附魔金苹果,minecraft:enchanted_golden_apple
铁桶,minecraft:bucket
水桶,minecraft:water_bucket
熔岩桶,minecraft:lava_bucket
奶桶,minecraft:milk_bucket
矿车,minecraft:minecart
鞍,minecraft:saddle
红石,minecraft:redstone
雪球,minecraft:snowball
橡木船,minecraft:oak_boat
云杉木船,minecraft:spruce_boat
白桦木船,minecraft:birch_boat
丛林木船,minecraft:jungle_boat
金合欢木船,minecraft:acacia_boat
深色橡木船,minecraft:dark_oak_boat
红树木船,minecraft:mangrove_boat
橡木运输船,minecraft:oak_chest_boat
云杉木运输船,minecraft:spruce_chest_boat
白桦木运输船,minecraft:birch_chest_boat
丛林木运输船,minecraft:jungle_chest_boat
金合欢木运输船,minecraft:acacia_chest_boat
深色橡木运输船,minecraft:dark_oak_chest_boat
红树木运输船,minecraft:mangrove_chest_boat
皮革,minecraft:leather
河豚桶,minecraft:pufferfish_bucket
鲑鱼桶,minecraft:salmon_bucket
鳕鱼桶,minecraft:cod_bucket
热带鱼桶,minecraft:tropical_fish_bucket
红砖,minecraft:brick
黏土,minecraft:clay_ball
甘蔗,minecraft:sugar_cane
海带,minecraft:kelp
纸,minecraft:paper
书,minecraft:book
黏液球,minecraft:slime_ball
运输矿车,minecraft:chest_minecart
动力矿车,minecraft:furnace_minecart
TNT矿车,minecraft:tnt_minecart
漏斗矿车,minecraft:hopper_minecart
命令方块矿车,minecraft:command_block_minecart
鸡蛋,minecraft:egg
指南针,minecraft:compass
追溯指针,minecraft:recovery_compass
钓鱼竿,minecraft:fishing_rod
时钟,minecraft:clock
荧石粉,minecraft:glowstone_dust
生鳕鱼,minecraft:cod
生鲑鱼,minecraft:salmon
热带鱼,minecraft:tropical_fish
河豚,minecraft:pufferfish
熟鳕鱼,minecraft:cooked_cod
熟鲑鱼,minecraft:cooked_salmon
蜂蜜瓶,minecraft:honey_bottle
蜜脾,minecraft:honeycomb
墨囊,minecraft:ink_sac
红色染料,minecraft:red_dye
绿色染料,minecraft:green_dye
可可豆,minecraft:cocoa_beans
青金石,minecraft:lapis_lazuli
紫色染料,minecraft:purple_dye
青色染料,minecraft:cyan_dye
淡灰色染料,minecraft:light_gray_dye
灰色染料,minecraft:gray_dye
粉红色染料,minecraft:pink_dye
黄绿色染料,minecraft:lime_dye
黄色染料,minecraft:yellow_dye
淡蓝色染料,minecraft:light_blue_dye
品红色染料,minecraft:magenta_dye
橙色染料,minecraft:orange_dye
骨粉,minecraft:bone_meal
蓝色染料,minecraft:blue_dye
棕色染料,minecraft:brown_dye
黑色染料,minecraft:black_dye
白色染料,minecraft:white_dye
骨头,minecraft:bone
糖,minecraft:sugar
曲奇,minecraft:cookie
剪刀,minecraft:shears
西瓜片,minecraft:melon_slice
干海带,minecraft:dried_kelp
南瓜种子,minecraft:pumpkin_seeds
西瓜种子,minecraft:melon_seeds
生牛肉,minecraft:beef
牛排,minecraft:cooked_beef
生鸡肉,minecraft:chicken
熟鸡肉,minecraft:cooked_chicken
腐肉,minecraft:rotten_flesh
末影珍珠,minecraft:ender_pearl
烈焰棒,minecraft:blaze_rod
恶魂之泪,minecraft:ghast_tear
金粒,minecraft:gold_nugget
下界疣,minecraft:nether_wart
玻璃瓶,minecraft:glass_bottle
药水,minecraft:potion
喷溅药水,minecraft:splash_potion
滞留药水,minecraft:lingering_potion
药箭,minecraft:tipped_arrow
光灵箭,minecraft:spectral_arrow
蜘蛛眼,minecraft:spider_eye
发酵蛛眼,minecraft:fermented_spider_eye
烈焰粉,minecraft:blaze_powder
岩浆膏,minecraft:magma_cream
末影之眼,minecraft:ender_eye
闪烁的西瓜片,minecraft:glistering_melon_slice
附魔之瓶,minecraft:experience_bottle
火焰弹,minecraft:fire_charge
书与笔,minecraft:writable_book
成书,minecraft:written_book
绿宝石,minecraft:emerald
物品展示框,minecraft:item_frame
胡萝卜,minecraft:carrot
马铃薯,minecraft:potato
烤马铃薯,minecraft:baked_potato
毒马铃薯,minecraft:poisonous_potato
空地图,minecraft:map
地图或探险家地图,minecraft:filled_map
金胡萝卜,minecraft:golden_carrot
胡萝卜钓竿,minecraft:carrot_on_a_stick
下界之星,minecraft:nether_star
南瓜派,minecraft:pumpkin_pie
烟花火箭,minecraft:firework_rocket
烟火之星,minecraft:firework_star
附魔书,minecraft:enchanted_book
下界砖,minecraft:nether_brick
下界石英,minecraft:quartz
海晶碎片,minecraft:prismarine_shard
海晶砂粒,minecraft:prismarine_crystals
生兔肉,minecraft:rabbit
熟兔肉,minecraft:cooked_rabbit
兔肉煲,minecraft:rabbit_stew
兔子脚,minecraft:rabbit_foot
兔子皮,minecraft:rabbit_hide
盔甲架,minecraft:armor_stand
铁马铠,minecraft:iron_horse_armor
金马铠,minecraft:golden_horse_armor
钻石马铠,minecraft:diamond_horse_armor
拴绳,minecraft:lead
命名牌,minecraft:name_tag
生羊肉,minecraft:mutton
熟羊肉,minecraft:cooked_mutton
末地水晶,minecraft:end_crystal
紫颂果,minecraft:chorus_fruit
爆裂紫颂果,minecraft:popped_chorus_fruit
甜菜根,minecraft:beetroot
甜菜种子,minecraft:beetroot_seeds
甜菜汤,minecraft:beetroot_soup
龙息,minecraft:dragon_breath
盾牌,minecraft:shield
鞘翅,minecraft:elytra
不死图腾,minecraft:totem_of_undying
潜影壳,minecraft:shulker_shell
铁粒,minecraft:iron_nugget
知识之书,minecraft:knowledge_book
三叉戟,minecraft:trident
幻翼膜,minecraft:phantom_membrane
鹦鹉螺壳,minecraft:nautilus_shell
海洋之心,minecraft:heart_of_the_sea
音乐唱片13,minecraft:music_disc_13
音乐唱片Cat,minecraft:music_disc_cat
音乐唱片Blocks,minecraft:music_disc_blocks
音乐唱片Chirp,minecraft:music_disc_chirp
音乐唱片Far,minecraft:music_disc_far
音乐唱片Mall,minecraft:music_disc_mall
音乐唱片Mellohi,minecraft:music_disc_mellohi
音乐唱片Stal,minecraft:music_disc_stal
音乐唱片Strad,minecraft:music_disc_strad
音乐唱片Ward,minecraft:music_disc_ward
音乐唱片11,minecraft:music_disc_11
音乐唱片Wait,minecraft:music_disc_wait
调试棒,minecraft:debug_stick
蝙蝠刷怪蛋,minecraft:bat_spawn_egg
蜜蜂刷怪蛋,minecraft:bee_spawn_egg
烈焰人刷怪蛋,minecraft:blaze_spawn_egg
猫刷怪蛋,minecraft:cat_spawn_egg
洞穴蜘蛛刷怪蛋,minecraft:cave_spider_spawn_egg
鸡刷怪蛋,minecraft:chicken_spawn_egg
鳕鱼刷怪蛋,minecraft:cod_spawn_egg
牛刷怪蛋,minecraft:cow_spawn_egg
苦力怕刷怪蛋,minecraft:creeper_spawn_egg
海豚刷怪蛋,minecraft:dolphin_spawn_egg
骡刷怪蛋,minecraft:donkey_spawn_egg
溺尸刷怪蛋,minecraft:drowned_spawn_egg
远古守卫者刷怪蛋,minecraft:elder_guardian_spawn_egg
末影人刷怪蛋,minecraft:enderman_spawn_egg
末影螨刷怪蛋,minecraft:endermite_spawn_egg
唤魔者刷怪蛋,minecraft:evoker_spawn_egg
青蛙刷怪蛋,minecraft:frog_spawn_egg
恶魂刷怪蛋,minecraft:ghast_spawn_egg
守卫者刷怪蛋,minecraft:guardian_spawn_egg
马刷怪蛋,minecraft:horse_spawn_egg
尸壳刷怪蛋,minecraft:husk_spawn_egg
劫掠兽刷怪蛋,minecraft:ravager_spawn_egg
羊驼刷怪蛋,minecraft:llama_spawn_egg
岩浆怪刷怪蛋,minecraft:magma_cube_spawn_egg
哞菇刷怪蛋,minecraft:mooshroom_spawn_egg
骡刷怪蛋,minecraft:mule_spawn_egg
豹猫刷怪蛋,minecraft:ocelot_spawn_egg
熊猫刷怪蛋,minecraft:panda_spawn_egg
鹦鹉刷怪蛋,minecraft:parrot_spawn_egg
幻翼刷怪蛋,minecraft:phantom _spawn_egg
猪刷怪蛋,minecraft:pig_spawn_egg
掠夺者刷怪蛋,minecraft:pillager_spawn_egg
北极熊刷怪蛋,minecraft:polar_bear_spawn_egg
河豚刷怪蛋,minecraft:pufferfish_spawn_egg
兔子刷怪蛋,minecraft:rabbit_spawn_egg
鲑鱼刷怪蛋,minecraft:salmon_spawn_egg
绵羊刷怪蛋,minecraft:sheep_spawn_egg
潜影贝刷怪蛋,minecraft:shulker_spawn_egg
蠹虫刷怪蛋,minecraft:silverfish_spawn_egg
骷髅刷怪蛋,minecraft:skeleton_spawn_egg
骷髅马刷怪蛋,minecraft:skeleton_horse_spawn_egg
史莱姆刷怪蛋,minecraft:slime_spawn_egg
蜘蛛刷怪蛋,minecraft:spider_spawn_egg
鱿鱼刷怪蛋,minecraft:squid_spawn_egg
流浪者刷怪蛋,minecraft:stray_spawn_egg
蝌蚪刷怪蛋,minecraft:tadpole_spawn_egg
热带鱼刷怪蛋,minecraft:tropical_fish_spawn_egg
海龟刷怪蛋,minecraft:turtle_spawn_egg
恼鬼刷怪蛋,minecraft:vex_spawn_egg
村民刷怪蛋,minecraft:villager_spawn_egg
卫道士刷怪蛋,minecraft:vindicator_spawn_egg
监守者刷怪蛋,minecraft:warden_spawn_egg
女巫刷怪蛋,minecraft:witch_spawn_egg
凋灵骷髅刷怪蛋,minecraft:wither_skeleton_spawn_egg
狼刷怪蛋,minecraft:wolf_spawn_egg
僵尸刷怪蛋,minecraft:zombie_spawn_egg
僵尸马刷怪蛋,minecraft:zombie_horse_spawn_egg
僵尸猪人刷怪蛋,minecraft:zombie_pigman_spawn_egg
僵尸村民刷怪蛋,minecraft:zombie_villager_spawn_egg
弩,minecraft:crossbow
旗帜图案（花盾徽）,minecraft:flower_banner_pattern
旗帜图案（苦力怕盾徽）,minecraft:creeper_banner_pattern
旗帜图案（头颅盾徽）,minecraft:skull_banner_pattern
旗帜图案（Mojang盾徽）,minecraft:mojang_banner_pattern
谜之炖菜,minecraft:suspicious_stew
回响碎片,minecraft:echo_shard
